customer_id,last_purchase_date,first_purchase_date,transaction_count,total_orders,monetary,total_items_purchased,customer_name,recency_days,frequency,avg_order_value,customer_age_days,r_score,f_score,m_score,rfm_score,rfm_score_numeric,segment,recommended_action,segment_priority
20700,2025-11-04 00:00:00,2025-11-04 00:00:00,1,5,8580000.0,33,PT. Media Telematika Indonesia,37,5,1716000.0,0,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
20750,2025-08-05 00:00:00,2025-08-05 00:00:00,3,3,3650550000.0,2227,PT. Integra Solusi Mandiri,128,3,1216850000.0,0,4,4,5,445,13,Champions,Reward them. Can be early adopters for new products.,10.0
20800,,,0,1,34196112.0,18,PT Zenit Visioner Teknologi,9999,1,34196112.0,0,2,1,3,213,6,Other,,
20850,,,0,1,13400000.0,8,PT. Cendikia Global Solusi,9999,1,13400000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
20950,2025-08-08 00:00:00,2025-05-11 00:00:00,3,3,52722000.0,14,PT. Findo Mega Abadi,125,3,17574000.0,89,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
20951,,,0,1,4500000.0,20,PT. Synnex Metrodata Indonesia,9999,1,4500000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21000,,,0,7,125730500.0,154,PT. Ingen Technologies,9999,7,17961500.0,0,2,5,4,254,11,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
21001,2025-05-05 00:00:00,2025-05-05 00:00:00,5,3,87245168.0,40,PT. Solusi Integrasi Bersama,220,3,29081722.66666667,0,4,4,4,444,12,Champions,Reward them. Can be early adopters for new products.,10.0
21003,2025-07-05 00:00:00,2025-07-05 00:00:00,2,1,18125000.0,10,PT. Datapoint,159,1,18125000.0,0,4,1,3,413,8,Other,,
2102,,,0,1,2684684.68,1,PT. Surya Sakti Teknologi Indonesia,9999,1,2684684.68,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21050,2025-02-05 00:00:00,2025-02-05 00:00:00,5,3,10486803.0,7,PT. Tri Datu Telekomunikasi,309,3,3495601.0,0,3,4,2,342,9,Other,,
21051,2025-08-07 00:00:00,2025-02-06 00:00:00,14,4,2452455750.0,197,PT. Virtus Technology Indonesia,126,4,613113937.5,182,4,4,5,445,13,Champions,Reward them. Can be early adopters for new products.,10.0
21100,,,0,1,42070000.0,36,PT. Smartnet Magna Global,9999,1,42070000.0,0,2,1,3,213,6,Other,,
21102,,,0,1,96200000.0,74,PT. Eventus Solution,9999,1,96200000.0,0,2,1,4,214,7,Other,,
21151,2025-05-05 00:00:00,2025-05-05 00:00:00,2,2,5955000.0,4,PT. Tri Eltree Elemen,220,2,2977500.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
21200,,,0,1,14859459.44,10,PT. Pratama Agung Solusindo,9999,1,14859459.44,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21201,2025-05-05 00:00:00,2025-05-05 00:00:00,1,2,11091000.0,15,PT. Bangkit Kinerja Mandiri Prima,220,2,5545500.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
21250,2025-08-10 00:00:00,2025-02-12 00:00:00,26,7,3038133000.0,210,PT. Nata Solusi Pratama,123,7,434019000.0,179,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
21300,2025-12-06 00:00:00,2025-04-08 00:00:00,7,5,15990267.0,21,Ibnurical Riyanto,5,5,3198053.4,242,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
21301,2025-08-07 00:00:00,2025-07-05 00:00:00,5,2,16407000.0,23,PT. Bajau Escorindo,126,2,8203500.0,33,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
21350,2025-10-10 00:00:00,2025-04-07 00:00:00,3,6,21406916.0,32,PT. Heksa Digital Mitra Informasi,62,6,3567819.333333333,186,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
21400,2025-08-05 00:00:00,2025-08-05 00:00:00,4,1,114260000.0,81,CV. Karya Multi Artha Sejahtera,128,1,114260000.0,0,4,1,4,414,9,Other,,
21450,2025-08-05 00:00:00,2025-08-05 00:00:00,4,1,12040000.0,18,PT. Trans Pacific International Logistics,128,1,12040000.0,0,4,1,2,412,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
2150,,,0,1,1380000000.2,11,PT. Mentari Jayatek Indo,9999,1,1380000000.2,0,2,1,5,215,8,Other,,
21500,,,0,2,16240000.0,8,PT. Dunia Virtual Online Tbk,9999,2,8120000.0,0,2,3,2,232,7,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
21600,,,0,1,9980000.0,2,PT. Astel Sistem Teknologi,9999,1,9980000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21601,2025-11-06 00:00:00,2025-01-08 00:00:00,6,12,111522000.0,80,PT. Ideologi Nusa Integrasi,35,12,9293500.0,302,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
21650,,,0,1,4560000.0,12,PT. Visual Communication Solution,9999,1,4560000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21700,2025-09-10 00:00:00,2025-03-06 00:00:00,6,10,303682760.59,587,PT. Rakitan Niaga Nusantara,92,10,30368276.059,188,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
21750,,,0,3,10085590.0,17,PT. Kinirta Diwangkara,9999,3,3361863.333333333,0,2,4,2,242,8,Other,,
21800,,,0,1,2518900.0,4,PT. Master Solusi Teknologi,9999,1,2518900.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21801,,,0,1,6000000.0,5,PT. Hasta Adhiraya,9999,1,6000000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21802,,,0,2,56974000.0,29,PT. Enfi Solusi Indonesia,9999,2,28487000.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
21850,2025-11-12 00:00:00,2025-02-10 00:00:00,23,54,2825000779.67,3257,PT. Universal Network Indonesia,29,54,52314829.25314815,275,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
21851,,,0,4,82348696.0,25,PT. GIS Teknologi Prasasta,9999,4,20587174.0,0,2,4,4,244,10,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
21852,2025-05-06 00:00:00,2025-05-06 00:00:00,6,2,114113250.0,19,PT. Cala Antero Nusa,219,2,57056625.0,0,4,3,4,434,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
21853,,,0,1,2210000.0,5,PT. Langodoi Tridaya Semesta,9999,1,2210000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21854,,,0,1,14200000.0,32,PT. Aqrapana Daya Mandiri,9999,1,14200000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
21855,2025-04-06 00:00:00,2025-04-06 00:00:00,1,1,1929726.0,6,PT. Mitra Kawan Fauna,249,1,1929726.0,0,4,1,1,411,6,Recent Customers,Start building relationship. Provide onboarding support.,4.0
21900,2025-01-10 00:00:00,2025-01-10 00:00:00,12,6,80260504.0,102,PT. Prabu Masiva Datatech,335,6,13376750.66666667,0,3,4,4,344,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
21901,,,0,1,57550500.0,125,PT. Digital Dewata Vision,9999,1,57550500.0,0,2,1,3,213,6,Other,,
2200,2025-11-06 00:00:00,2024-03-12 00:00:00,49,35,5633693804.9,1043,PT. Dayak Nusantara Bersatu,35,35,160962680.14,604,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
2201,2025-11-06 00:00:00,2024-07-10 00:00:00,5,16,190040850.0,143,PT. Jairo Berkat Usaha,35,16,11877553.125,484,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
2202,,,0,1,7650000.0,3,PT. Hallo Indonesia Teknologi,9999,1,7650000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
2203,2025-04-08 00:00:00,2023-12-12 00:00:00,26,25,351318449.0,194,Edwin Raharja,247,25,14052737.96,483,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
22050,2025-10-07 00:00:00,2025-03-10 00:00:00,6,13,74995045.16,158,PT. Cemara Indah Mas,65,13,5768849.627692307,211,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
22100,,,0,1,89884250.0,7,PT. Binareka Tatamandiri,9999,1,89884250.0,0,2,1,4,214,7,Other,,
22150,2025-04-06 00:00:00,2025-03-06 00:00:00,2,2,6240000.0,3,PT. Data Jaringan Mandiri,249,2,3120000.0,31,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
22200,2025-04-06 00:00:00,2025-04-06 00:00:00,6,2,13726920.0,17,PT. Teknologi Inti Mapan Utama Raya,249,2,6863460.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
22250,2025-10-11 00:00:00,2025-03-07 00:00:00,11,8,1074856250.0,118,PT. Chanos Solusi Integrasi,61,8,134357031.25,218,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
22350,2025-03-07 00:00:00,2025-03-06 00:00:00,2,2,4090000.0,9,PT. Mandiri Cipta Integrasi,279,2,2045000.0,1,4,3,1,431,8,Other,,
22400,2025-11-06 00:00:00,2025-11-06 00:00:00,3,1,7334740.0,9,PT. Indonesia Comnets Plus,35,1,7334740.0,0,5,1,2,512,8,Recent Customers,Start building relationship. Provide onboarding support.,4.0
22401,2025-04-06 00:00:00,2025-03-09 00:00:00,10,4,48553950.0,59,CV. Agung Artatek,249,4,12138487.5,28,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
22450,2025-05-06 00:00:00,2025-05-06 00:00:00,1,2,4673056.0,13,Werkz Athmar Teknologi,219,2,2336528.0,0,4,3,1,431,8,Other,,
2250,2024-06-08 00:00:00,2024-06-08 00:00:00,1,2,102000000.0,120,CV. Sabina Jaya Perkasa,551,2,51000000.0,0,3,3,4,334,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
22500,,,0,2,293744000.0,23,PT. Berlian Sistem Informasi,9999,2,146872000.0,0,2,3,5,235,10,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
22550,2025-11-06 00:00:00,2025-02-09 00:00:00,12,3,33930434.0,27,CV. Saka Network,35,3,11310144.66666667,270,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
22600,,,0,1,1860000.0,2,PT. Beibi Cemerlang Indonesia,9999,1,1860000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
22650,2025-12-06 00:00:00,2025-12-06 00:00:00,8,1,179434403.5,8,Rasheed Mirza Maulana,5,1,179434403.5,0,5,1,4,514,10,Other,,
22750,2025-12-09 00:00:00,2025-07-08 00:00:00,8,4,39665500.0,43,PT. Abadi Lentera Terang,2,4,9916375.0,154,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
22800,,,0,2,33200000.0,38,PT. Cipta Sarana Integrasi,9999,2,16600000.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
22851,,,0,1,21892400.0,7,PT. PINS Indonesia,9999,1,21892400.0,0,2,1,3,213,6,Other,,
22900,,,0,3,62403500.0,22,PT Monarch Inti Teknologi,9999,3,20801166.66666667,0,1,4,4,144,9,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
22901,,,0,1,17100000.0,10,Irwan Wiesnanto,9999,1,17100000.0,0,1,1,2,112,4,Hibernating,Offer other relevant products. Special discounts.,1.0
22950,2025-12-09 00:00:00,2025-02-10 00:00:00,10,29,746901652.0,453,PT. Profesional Network Indonesia,2,29,25755229.37931034,302,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
2300,2025-11-12 00:00:00,2023-12-12 00:00:00,29,62,2084932830.01,2574,PT. Gloria Jaya Utama Indonesia,29,62,33627948.87112903,701,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
23000,2025-10-07 00:00:00,2025-08-10 00:00:00,4,3,15210000.0,12,PT. Duta Sarana Abadi Jaya,65,3,5070000.0,58,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
2302,2025-03-07 00:00:00,2024-08-11 00:00:00,5,6,40310657.87,33,PT. Padi Internet,279,6,6718442.978333334,208,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
23050,,,0,2,24720690.71428572,22,PT. Net Centera Digi Graha,9999,2,12360345.35714286,0,1,3,3,133,7,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
23150,2025-05-08 00:00:00,2025-05-08 00:00:00,1,3,25400000.0,14,PT. Gratelindo Lintas Global,217,3,8466666.666666666,0,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
23200,2025-10-07 00:00:00,2025-03-07 00:00:00,6,12,71030000.0,175,CV. Indosolusi Teknik,65,12,5919166.666666667,214,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
23201,,,0,1,1792000.0,3,CV. Connect Computer Network,9999,1,1792000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
23250,,,0,1,1860000.0,2,PT. Palapa Intan Lestari,9999,1,1860000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
23251,,,0,2,29135135.04,44,PT. Prasetya Dwidharma Teknologi,9999,2,14567567.52,0,1,3,3,133,7,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
23300,,,0,1,134610000.0,6,PT. Trilam,9999,1,134610000.0,0,1,1,4,114,6,Other,,
23400,,,0,1,7922000.0,8,PT. Prakarsa Tunas Wiguna,9999,1,7922000.0,0,1,1,2,112,4,Hibernating,Offer other relevant products. Special discounts.,1.0
23450,2025-03-07 00:00:00,2025-01-08 00:00:00,2,3,81700000.0,43,PT. Kharisma Makmur Jaya,279,3,27233333.33333333,58,4,4,4,444,12,Champions,Reward them. Can be early adopters for new products.,10.0
2350,,,0,1,54576784.0,5,PT. Duta Computer,9999,1,54576784.0,0,1,1,3,113,5,Other,,
23500,2025-11-07 00:00:00,2025-03-07 00:00:00,4,4,28371000.0,37,PT. Sinar Arun Teknologi,34,4,7092750.0,245,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
2351,,,0,1,88009009.09,30,CV. Putra Goeng Project,9999,1,88009009.09,0,1,1,4,114,6,Other,,
2352,2024-05-03 00:00:00,2024-05-03 00:00:00,3,6,961570003.8100001,717,PT. eGlobal Teknologi Solusindo,587,6,160261667.3016667,0,3,4,5,345,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
2353,2024-07-02 00:00:00,2023-08-12 00:00:00,2,5,14355400.0,10,PT. Mitra Surya Solusindo,527,5,2871080.0,325,3,4,2,342,9,Other,,
2354,2025-07-10 00:00:00,2024-10-09 00:00:00,2,3,58460104.0,6,PT. Sinergi Solusi Informatika,154,3,19486701.33333333,274,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
2355,,,0,1,125232000.0,30,PT. Yaztech Engineering Solusindo,9999,1,125232000.0,0,1,1,4,114,6,Other,,
23550,2025-11-07 00:00:00,2025-11-07 00:00:00,3,1,69930000.0,35,PT. Fokus Inovasi Digital,34,1,69930000.0,0,5,1,4,514,10,Other,,
2356,2025-01-07 00:00:00,2023-01-12 00:00:00,5,8,53107000.0,19,PT. Mitra Teknik Cemerlang Sentosa,338,8,6638375.0,726,3,5,3,353,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
23650,2025-04-07 00:00:00,2025-04-07 00:00:00,1,1,12702702.6,30,PT. Victory Network Indonesia,248,1,12702702.6,0,4,1,2,412,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
23700,,,0,1,61410000.0,27,PT. Artha Infinitech Solusindo,9999,1,61410000.0,0,1,1,4,114,6,Other,,
23701,2025-06-08 00:00:00,2025-06-08 00:00:00,1,1,7965000.0,5,PT. Djaja Listrik,186,1,7965000.0,0,4,1,2,412,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
23702,2025-11-11 00:00:00,2025-05-07 00:00:00,10,10,575228750.0,27,PT. Wahana Elektronik Indonesia,30,10,57522875.0,188,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
23750,2025-08-07 00:00:00,2025-08-07 00:00:00,1,2,16568600.0,17,PT. Metrosolusi Teknologi Indonesia,126,2,8284300.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
23751,2025-09-07 00:00:00,2025-09-07 00:00:00,1,1,2016000.0,4,Luhut Jaya,95,1,2016000.0,0,5,1,1,511,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
23800,2025-11-07 00:00:00,2025-10-11 00:00:00,3,3,56132000.0,37,PT. Harrisma Buwana Jaya,34,3,18710666.66666667,27,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
23850,,,0,1,47975000.0,5,PT. AFC Prima Indonesia,9999,1,47975000.0,0,1,1,3,113,5,Other,,
23900,2025-10-12 00:00:00,2025-06-11 00:00:00,5,7,121470540.0,176,PT. Infinity Halim Jaya,60,7,17352934.28571429,123,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
23950,,,0,1,14000000.0,1,Ivan Adriansyah,9999,1,14000000.0,0,1,1,2,112,4,Hibernating,Offer other relevant products. Special discounts.,1.0
2400,,,0,1,38618896.0,1,CV. Adhitya Sukses Abadi,9999,1,38618896.0,0,1,1,3,113,5,Other,,
24001,,,0,2,400000.0,2,PT. Sukses Bangun Nusantara,9999,2,200000.0,0,1,3,1,131,5,Other,,
24051,2025-02-12 00:00:00,2025-02-12 00:00:00,4,2,22713000.0,32,PT. Mumtaz Berjaya Makmur,302,2,11356500.0,0,3,3,3,333,9,Loyal Customers,Upsell higher value products. Engage them.,9.0
24100,2025-10-09 00:00:00,2025-03-12 00:00:00,11,12,41429112.0,107,PT. Elecomindo Jayapratama,63,12,3452426.0,211,5,5,3,553,13,Loyal Customers,Upsell higher value products. Engage them.,9.0
24150,,,0,1,3000000.0,5,PT. Spektra Sukses Sejahtera,9999,1,3000000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
24200,,,0,1,1902000.0,2,PT. Arfikra Nusantara Techno,9999,1,1902000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
24250,,,0,2,54386000.0,11,PT. Multiintegra,9999,2,27193000.0,0,1,3,3,133,7,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
24302,2025-04-09 00:00:00,2025-04-09 00:00:00,1,2,13500000.0,20,PT. Global Digital Niaga,246,2,6750000.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
24350,,,0,1,878000.0,1,PT. Smart Integrator Indo,9999,1,878000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
24351,,,0,2,19530000.0,42,PT. Siscom Teknologi Indonesia,9999,2,9765000.0,0,1,3,3,133,7,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
24353,2025-07-08 00:00:00,2025-07-08 00:00:00,4,1,45478450.0,4,PT. Altaflix Techno Global,156,1,45478450.0,0,4,1,3,413,8,Other,,
24354,,,0,1,95750000.0,53,PT. Agiva Indonesia,9999,1,95750000.0,0,1,1,4,114,6,Other,,
24400,,,0,1,1500000.0,1,PT. Teknologi Abyakta Utama,9999,1,1500000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
24450,2025-10-12 00:00:00,2025-10-12 00:00:00,3,2,154837584.9444444,42,PT. Sinergi Solusi Sekawan,60,2,77418792.47222222,0,5,3,4,534,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
24451,2025-11-08 00:00:00,2025-11-08 00:00:00,1,1,3000000.0,2,PT. Sapahala Nusantara Integrasi,33,1,3000000.0,0,5,1,1,511,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
2451,2024-12-01 00:00:00,2024-12-01 00:00:00,1,3,93810000.0,104,PT. Trimitra Cipta Bersama,375,3,31270000.0,0,3,4,4,344,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
24550,2025-07-08 00:00:00,2025-07-08 00:00:00,1,1,507000.0,1,Reza Ariputra,156,1,507000.0,0,4,1,1,411,6,Recent Customers,Start building relationship. Provide onboarding support.,4.0
24600,2025-08-08 00:00:00,2025-08-08 00:00:00,2,1,27200000.0,32,PT. Super Tekno Nusantara,125,1,27200000.0,0,4,1,3,413,8,Other,,
24700,2025-07-11 00:00:00,2025-07-11 00:00:00,2,2,6331200.0,7,PT. Dewata Investama Teknologi,153,2,3165600.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
24750,2025-12-08 00:00:00,2025-12-08 00:00:00,1,1,870000.0,2,PT. Arsys Data Integrasi,3,1,870000.0,0,5,1,1,511,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
24800,2025-07-08 00:00:00,2025-07-08 00:00:00,1,1,51000000.0,12,Wijaya NG,156,1,51000000.0,0,4,1,3,413,8,Other,,
24850,2025-10-10 00:00:00,2025-02-09 00:00:00,3,4,23010000.0,37,PT. Kawan Teknologi Pratama,62,4,5752500.0,243,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
24851,,,0,4,16320000.0,58,PT Digital Elektronik Ekosistem,9999,4,4080000.0,0,1,4,2,142,7,Other,,
24900,,,0,1,3386743.409380531,4,PT. Biosron,9999,1,3386743.409380531,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
24950,2025-11-11 00:00:00,2025-11-11 00:00:00,3,2,8284000.0,5,PT. Agratama Global Niaga,30,2,4142000.0,0,5,3,2,532,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
2500,2025-12-09 00:00:00,2023-05-12 00:00:00,67,61,2383921000.0,1444,PT. Trimitra Buana Anugerah,2,61,39080672.13114754,942,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
2501,2024-12-08 00:00:00,2024-10-06 00:00:00,5,13,122185000.0,164,PT. Graha Anugerah Sejahtera,368,13,9398846.153846154,63,3,5,4,354,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
25050,,,0,1,1254000.0,1,PT. Bhakti Solusindo,9999,1,1254000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
25100,2025-01-09 00:00:00,2025-01-09 00:00:00,2,1,17500000.0,20,PT. Indonusa Solutama,336,1,17500000.0,0,3,1,3,313,7,Other,,
25150,2025-03-10 00:00:00,2025-01-10 00:00:00,3,4,27401000.0,11,PT. Lievee Ciptatama Indonesia,276,4,6850250.0,59,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
25151,,,0,1,2630000.0,4,PT. Bangun Selaras Solusindo,9999,1,2630000.0,0,1,1,1,111,3,Hibernating,Offer other relevant products. Special discounts.,1.0
25152,,,0,1,7932000.0,1,PT. Tri Energi Berkarya,9999,1,7932000.0,0,1,1,2,112,4,Hibernating,Offer other relevant products. Special discounts.,1.0
25153,,,0,1,82418000.0,21,PT. Wira Arta Telematika,9999,1,82418000.0,0,1,2,4,124,7,Other,,
252,2023-03-11 00:00:00,2023-03-11 00:00:00,1,1,8350000.0,5,PT. Bangun Informasi Teknologi,1006,1,8350000.0,0,2,2,2,222,6,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
25200,,,0,1,3900000.0,6,PT. Duta Solusi Prima,9999,1,3900000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
25201,,,0,2,32426000.0,32,PT. Grahatrindo Pancamitra Sukses Makmur,9999,2,16213000.0,0,1,3,3,133,7,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
25250,2025-05-12 00:00:00,2025-05-12 00:00:00,1,4,34338852.4722449,36,PT. Doel Sumbang,213,4,8584713.118061224,0,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
25251,2025-04-09 00:00:00,2025-04-09 00:00:00,1,1,36486495.0,45,PT. Solusi Jaringan Nirkabel,246,1,36486495.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
25300,,,0,1,3800000.0,4,CV. Animo Restu Semesta,9999,1,3800000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
25301,2025-09-09 00:00:00,2025-06-11 00:00:00,3,4,12293000.0,17,PT. Nimbus Teknologi Indonesia,93,4,3073250.0,90,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
25302,2025-03-09 00:00:00,2025-03-09 00:00:00,2,2,8900000.0,6,PT. Datalink Mitra Abadi,277,2,4450000.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
25350,2025-08-09 00:00:00,2025-08-09 00:00:00,2,1,5161578.0,4,PT. Trinity Megah Sejati,124,1,5161578.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
25400,2025-03-09 00:00:00,2025-03-09 00:00:00,1,1,936936.94,1,PT. Goklik Solution Indonesia,277,1,936936.94,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
25451,2025-11-09 00:00:00,2025-04-09 00:00:00,3,3,113359558.0,54,PT. Trimitra Sukses Indonesia,32,3,37786519.33333334,214,5,4,4,544,13,Champions,Reward them. Can be early adopters for new products.,10.0
25500,2025-09-09 00:00:00,2025-09-09 00:00:00,2,1,2190000.0,9,PT. Bintan Hotel,93,1,2190000.0,0,5,2,1,521,8,Recent Customers,Start building relationship. Provide onboarding support.,4.0
25550,2025-08-09 00:00:00,2025-08-09 00:00:00,2,1,19700000.0,7,Dimas Khoyrul,124,1,19700000.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
25600,2025-10-09 00:00:00,2025-10-09 00:00:00,2,1,7027800.0,3,PT. Inovasi Teknologi Makmur,63,1,7027800.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
25650,2025-10-09 00:00:00,2025-05-11 00:00:00,2,3,28730000.0,15,PT. Globalindo Data Solusi,63,3,9576666.666666666,151,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
25700,,,0,1,4144000.0,3,PT. Sukma Sejati Media,9999,1,4144000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
25750,2025-11-09 00:00:00,2025-11-09 00:00:00,5,1,264370000.0,16,PT. Arkodia Integra Teknologi,32,1,264370000.0,0,5,2,5,525,12,Other,,
25800,,,0,1,25840000.0,3,PT. Ananta Multitech Internusa,9999,1,25840000.0,0,1,2,3,123,6,Other,,
25801,2025-12-09 00:00:00,2025-12-09 00:00:00,1,1,7250000.0,5,PT. Trifecta Sinergi International,2,1,7250000.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
25802,,,0,1,4695000.0,3,PT. Multi Tekindo Eratama,9999,1,4695000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
25852,2025-06-11 00:00:00,2025-06-11 00:00:00,4,3,427624625.0,83,PT. Global Teknologi Teraindo,183,3,142541541.6666667,0,4,4,5,445,13,Champions,Reward them. Can be early adopters for new products.,10.0
