customer_id,last_purchase_date,monetary,frequency,avg_transaction_value,recency,r_score,f_score,m_score,rfm_score_str,rfm_score,rfm_segment,avg_order_value,monetary_rank,frequency_rank,recency_rank,value_tier
14201,,23696000.0,4,5924000.0,719,2,3,3,233,2.75,Need Attention,5924000.0,44.23,50.86,18.12,Silver
14250,2025-08-01,247535724.0,31,7985023.354838709,-213,4,5,5,455,4.75,Champions,7985023.35,81.33,90.72,74.94,Platinum
14300,2025-11-02,153787388.0,11,13980671.636363637,-306,5,4,4,544,4.25,Champions,13980671.64,75.68,76.54,88.14,Platinum
14350,,7350000.0,3,2450000.0,719,2,3,2,232,2.35,Need Attention,2450000.0,24.94,41.77,18.12,Bronze
14400,,83679176.22,3,27893058.74,719,2,3,4,234,3.15,Need Attention,27893058.74,66.22,41.77,18.12,Gold
14401,2024-01-10,138500000.0,5,27700000.0,356,2,3,4,234,3.15,Need Attention,27700000.0,74.82,57.68,38.88,Gold
14402,2024-05-11,29960000.0,4,7490000.0,234,3,3,3,333,3.0,Loyal Customers,7490000.0,48.77,50.86,44.78,Silver
14403,2024-04-10,18368682.0,4,4592170.5,265,3,3,3,333,3.0,Loyal Customers,4592170.5,41.28,50.86,42.75,Silver
14404,2025-11-11,296484665.0,11,26953151.363636363,-315,5,4,5,545,4.65,Champions,26953151.36,83.66,76.54,93.37,Platinum
14405,,7000000.0,1,7000000.0,719,2,1,2,212,1.65,About To Sleep,7000000.0,23.65,9.58,18.12,Bronze
14451,2025-03-02,50225000.0,21,2391666.6666666665,-61,3,5,3,353,3.7,Loyal Customers,2391666.67,57.0,86.36,59.71,Gold
14500,2024-01-10,57600000.0,5,11520000.0,356,2,3,3,233,2.75,Need Attention,11520000.0,59.46,57.68,38.88,Gold
14501,2024-04-10,600000.0,1,600000.0,265,3,1,1,311,1.5,Promising,600000.0,2.46,9.58,42.75,Bronze
14502,2024-11-11,13078852.0,11,1188986.5454545454,50,3,4,2,342,2.95,Need Attention,1188986.55,34.89,76.54,52.95,Silver
14550,2025-11-07,56180806.57795918,13,4321600.50599686,-311,5,4,3,543,3.85,Loyal Customers,4321600.51,58.85,79.36,91.15,Gold
14600,2024-09-10,2364150.0,3,788050.0,112,3,3,1,331,2.2,Other,788050.0,11.18,41.77,50.98,Bronze
14601,,10786480.0,4,2696620.0,719,2,3,2,232,2.35,Need Attention,2696620.0,31.57,50.86,18.12,Silver
14650,2024-11-12,41806582.0,4,10451645.5,49,3,3,3,333,3.0,Loyal Customers,10451645.5,53.56,50.86,53.26,Gold
14651,2025-05-06,873873.0,2,436936.5,-126,4,2,1,421,2.1,Recent Customers,436936.5,3.56,27.7,67.32,Bronze
14652,,1126126.23,3,375375.41,719,1,3,1,131,1.7,Other,375375.41,4.91,41.77,18.12,Bronze
14700,2025-08-07,567958800.0,26,21844569.230769232,-219,4,5,5,455,4.75,Champions,21844569.23,88.7,89.31,76.72,Platinum
14701,,95793600.0,5,19158720.0,719,1,3,4,134,2.9,At Risk,19158720.0,68.67,57.68,18.12,Gold
14750,2024-02-12,9619000.0,4,2404750.0,323,3,3,2,332,2.6,Need Attention,2404750.0,29.98,50.86,40.11,Silver
14751,,8115000.0,4,2028750.0,719,1,3,2,132,2.1,Other,2028750.0,26.9,50.86,18.12,Silver
14753,,3850000.0,1,3850000.0,719,1,1,1,111,1.0,Hibernating,3850000.0,16.34,9.58,18.12,Bronze
14800,2024-06-11,328062564.0,25,13122502.56,203,3,5,5,355,4.5,Loyal Customers,13122502.56,84.28,88.76,47.11,Platinum
14850,2025-11-03,33021000.0,46,717847.8260869565,-307,5,5,3,553,4.2,Loyal Customers,717847.83,50.25,93.43,88.51,Gold
14851,,108706189.0,7,15529455.57142857,719,1,4,4,144,3.25,At Risk,15529455.57,70.39,66.03,18.12,Gold
14900,2025-01-12,128103600.0,11,11645781.818181818,-12,3,4,4,344,3.75,Loyal Customers,11645781.82,73.59,76.54,56.82,Gold
14950,,2150000.0,1,2150000.0,719,1,1,1,111,1.0,Hibernating,2150000.0,10.32,9.58,18.12,Bronze
14951,2025-05-02,1351350.46,4,337837.615,-122,4,3,1,431,2.45,Other,337837.62,5.77,50.86,66.28,Bronze
14952,,74085135.0,5,14817027.0,719,1,3,4,134,2.9,At Risk,14817027.0,64.0,57.68,18.12,Gold
15000,2025-08-04,163398982.2,8,20424872.775,-216,4,4,4,444,4.0,Champions,20424872.77,76.29,68.61,75.43,Platinum
15050,2025-07-11,59811760.0,27,2215250.3703703703,-192,4,5,4,454,4.35,Champions,2215250.37,60.07,89.86,74.32,Gold
15150,2025-12-09,1750548383.6293435,53,33029214.78545931,-343,5,5,5,555,5.0,Champions,33029214.79,95.45,94.53,97.97,Platinum
15200,,8040000.0,3,2680000.0,719,1,3,2,132,2.1,Other,2680000.0,26.78,41.77,18.12,Silver
15201,2025-02-06,27937106.0,5,5587421.2,-37,3,3,3,333,3.0,Loyal Customers,5587421.2,47.17,57.68,57.68,Silver
15300,,1868000.0,2,934000.0,719,1,2,1,121,1.35,Hibernating,934000.0,8.97,27.7,18.12,Bronze
15350,,558000000.0,2,279000000.0,719,1,2,5,125,2.95,Other,279000000.0,88.45,27.7,18.12,Platinum
15400,2025-10-09,10032000.0,4,2508000.0,-282,5,3,2,532,3.1,Potential Loyalist,2508000.0,30.47,50.86,85.32,Silver
15450,2024-07-11,96019000.0,5,19203800.0,173,3,3,4,334,3.4,Loyal Customers,19203800.0,68.8,57.68,48.53,Gold
15500,,12209532.0,3,4069844.0,719,1,3,2,132,2.1,Other,4069844.0,33.29,41.77,18.12,Silver
15550,2024-01-11,2300000.0,1,2300000.0,355,2,1,1,211,1.25,About To Sleep,2300000.0,10.81,9.58,39.07,Bronze
15552,,1372000.0,2,686000.0,719,1,2,1,121,1.35,Hibernating,686000.0,6.02,27.7,18.12,Bronze
15553,2025-09-10,758385621.0,13,58337355.461538464,-253,5,4,5,545,4.65,Champions,58337355.46,90.91,79.36,81.2,Platinum
15601,2025-11-07,10555972.969999999,8,1319496.6212499999,-311,5,4,2,542,3.45,Potential Loyalist,1319496.62,31.33,68.61,91.15,Silver
15651,2025-04-03,13449000.0,3,4483000.0,-93,4,3,2,432,2.85,Potential Loyalist,4483000.0,35.63,41.77,62.9,Silver
15750,,7100000.0,1,7100000.0,719,1,1,2,112,1.4,Hibernating,7100000.0,24.08,9.58,18.12,Bronze
15800,2024-12-11,1070270.0,2,535135.0,20,3,2,1,321,1.85,Promising,535135.0,4.67,27.7,55.04,Bronze
15850,,5128000.0,1,5128000.0,719,1,1,1,111,1.0,Hibernating,5128000.0,19.04,9.58,18.12,Bronze
15950,,8613070.0,4,2153267.5,719,1,3,2,132,2.1,Other,2153267.5,28.13,50.86,18.12,Silver
16000,,8789000.0,2,4394500.0,719,1,2,2,122,1.75,Hibernating,4394500.0,28.5,27.7,18.12,Silver
16050,2025-06-05,812000000.0,3,270666666.6666667,-156,4,3,5,435,4.05,Loyal Customers,270666666.67,91.4,41.77,70.21,Platinum
16100,,1024000.0,1,1024000.0,719,1,1,1,111,1.0,Hibernating,1024000.0,4.42,9.58,18.12,Bronze
16150,,28543000.0,5,5708600.0,719,1,3,3,133,2.5,At Risk,5708600.0,47.54,57.68,18.12,Silver
16151,,344335290.71428573,4,86083822.67857143,719,1,3,5,135,3.3,At Risk,86083822.68,84.89,50.86,18.12,Platinum
16200,2025-09-10,47029000.0,14,3359214.285714286,-253,5,5,3,553,4.2,Loyal Customers,3359214.29,55.53,80.59,81.2,Gold
16250,,29475000.0,3,9825000.0,719,1,3,3,133,2.5,At Risk,9825000.0,48.4,41.77,18.12,Silver
16251,,28250000.0,2,14125000.0,719,1,2,3,123,2.15,Other,14125000.0,47.3,27.7,18.12,Silver
16252,2024-06-12,25350000.0,1,25350000.0,202,3,1,3,313,2.3,Promising,25350000.0,45.09,9.58,47.3,Silver
16300,,878000.0,1,878000.0,719,1,1,1,111,1.0,Hibernating,878000.0,3.75,9.58,18.12,Bronze
16350,,2685000.0,1,2685000.0,719,1,1,1,111,1.0,Hibernating,2685000.0,12.65,9.58,18.12,Bronze
16351,2024-02-12,11700000.0,1,11700000.0,323,3,1,2,312,1.9,Promising,11700000.0,32.56,9.58,40.11,Silver
16400,2025-10-06,12888000.0,5,2577600.0,-279,5,3,2,532,3.1,Potential Loyalist,2577600.0,34.52,57.68,83.42,Silver
16500,2024-04-12,1756756.8,1,1756756.8,263,3,1,1,311,1.5,Promising,1756756.8,8.35,9.58,43.0,Bronze
16600,2025-03-02,132482548.0,3,44160849.333333336,-61,3,3,4,334,3.4,Loyal Customers,44160849.33,74.2,41.77,59.71,Gold
16650,2025-02-12,71611539.0,4,17902884.75,-43,3,3,4,334,3.4,Loyal Customers,17902884.75,62.9,50.86,58.72,Gold
16651,,12177000.0,9,1353000.0,719,1,4,2,142,2.45,Other,1353000.0,33.17,71.56,18.12,Silver
16700,2024-10-12,498784.0,2,249392.0,80,3,2,1,321,1.85,Promising,249392.0,1.97,27.7,51.97,Bronze
16701,2025-07-10,32880115.114070795,8,4110014.3892588494,-191,4,4,3,443,3.6,Loyal Customers,4110014.39,50.12,68.61,73.71,Gold
16702,,107480750.0,6,17913458.333333332,719,1,4,4,144,3.25,At Risk,17913458.33,70.27,62.84,18.12,Gold
16750,2024-10-12,5950832.0,3,1983610.6666666667,80,3,3,2,332,2.6,Need Attention,1983610.67,20.76,41.77,51.97,Bronze
16751,2024-12-12,5359000.0,2,2679500.0,19,3,2,1,321,1.85,Promising,2679500.0,19.78,27.7,55.28,Bronze
16800,2025-04-12,136258504.0,3,45419501.333333336,-102,4,3,4,434,3.65,Loyal Customers,45419501.33,74.69,41.77,65.42,Gold
16801,,27560000.0,4,6890000.0,719,1,3,3,133,2.5,At Risk,6890000.0,46.93,50.86,18.12,Silver
16850,,4000000.0,1,4000000.0,719,1,1,1,111,1.0,Hibernating,4000000.0,16.71,9.58,18.12,Bronze
16901,,29422090.0,8,3677761.25,719,1,4,3,143,2.85,At Risk,3677761.25,48.28,68.61,18.12,Silver
16950,2025-03-07,16062125.0,4,4015531.25,-66,4,3,2,432,2.85,Potential Loyalist,4015531.25,38.57,50.86,60.75,Silver
17000,2025-05-12,117211855.8,13,9016296.6,-132,4,4,4,444,4.0,Champions,9016296.6,72.24,79.36,68.67,Gold
17050,,115280750.0,6,19213458.333333332,719,1,4,4,144,3.25,At Risk,19213458.33,71.74,62.84,18.12,Gold
17100,2025-01-11,1292950000.0,5,258590000.0,-11,3,3,5,335,3.8,Loyal Customers,258590000.0,93.86,57.68,56.39,Platinum
17150,2025-12-09,191306325.0,12,15942193.75,-343,5,4,4,544,4.25,Champions,15942193.75,78.38,78.13,97.97,Platinum
17200,2025-04-02,41223495.0,10,4122349.5,-92,4,4,3,443,3.6,Loyal Customers,4122349.5,53.32,74.32,62.59,Gold
17250,2025-10-11,255797691.0,20,12789884.55,-284,5,5,5,555,5.0,Champions,12789884.55,81.94,85.87,86.73,Platinum
17350,,8160000.0,2,4080000.0,719,1,2,2,122,1.75,Hibernating,4080000.0,27.15,27.7,18.12,Silver
17400,,45040006.0,1,45040006.0,719,1,1,3,113,1.8,Other,45040006.0,54.67,9.58,18.12,Gold
17450,,3288290.0,1,3288290.0,719,1,1,1,111,1.0,Hibernating,3288290.0,14.74,9.58,18.12,Bronze
17550,2025-03-01,3182400.0,2,1591200.0,-60,3,2,1,321,1.85,Promising,1591200.0,14.5,27.7,59.28,Bronze
17600,2025-06-01,8319819.57,5,1663963.914,-152,4,3,2,432,2.85,Potential Loyalist,1663963.91,27.4,57.68,69.16,Silver
17700,2025-08-01,4500000.0,3,1500000.0,-213,4,3,1,431,2.45,Other,1500000.0,17.81,41.77,74.94,Bronze
17750,2025-08-10,193095000.0,11,17554090.90909091,-222,4,4,4,444,4.0,Champions,17554090.91,78.5,76.54,78.01,Platinum
17800,,35640000.0,1,35640000.0,719,1,1,3,113,1.8,Other,35640000.0,51.35,9.58,18.12,Gold
17801,,28691000.0,4,7172750.0,719,1,3,3,133,2.5,At Risk,7172750.0,47.91,50.86,18.12,Silver
17803,,8940000.0,3,2980000.0,719,1,3,2,132,2.1,Other,2980000.0,28.75,41.77,18.12,Silver
17804,2025-11-06,139975292.89999998,10,13997529.289999997,-310,5,4,4,544,4.25,Champions,13997529.29,74.94,74.32,90.05,Gold
17900,2025-12-03,102177794.0,13,7859830.307692308,-337,5,4,4,544,4.25,Champions,7859830.31,69.66,79.36,95.58,Gold
18000,,2800000.0,1,2800000.0,719,1,1,1,111,1.0,Hibernating,2800000.0,13.51,9.58,18.12,Bronze
18050,2025-01-12,69560654.0,5,13912130.8,-12,3,3,4,334,3.4,Loyal Customers,13912130.8,62.41,57.68,56.82,Gold
18100,2025-06-05,66194250.0,9,7354916.666666667,-156,4,4,4,444,4.0,Champions,7354916.67,61.92,71.56,70.21,Gold
18101,2025-08-04,121400000.0,16,7587500.0,-216,4,5,4,454,4.35,Champions,7587500.0,72.73,82.56,75.43,Gold
18151,2025-12-11,30942000.0,12,2578500.0,-345,5,4,3,543,3.85,Loyal Customers,2578500.0,49.02,78.13,99.45,Silver
18200,,2102400.0,1,2102400.0,719,1,1,1,111,1.0,Hibernating,2102400.0,10.2,9.58,18.12,Bronze
18250,2025-05-08,528000000.0,3,176000000.0,-128,4,3,5,435,4.05,Loyal Customers,176000000.0,87.84,41.77,67.69,Platinum
18300,2025-09-09,44039750.0,11,4003613.6363636362,-252,5,4,3,543,3.85,Loyal Customers,4003613.64,54.42,76.54,80.65,Gold
18350,2025-07-02,2000000.0,1,2000000.0,-183,4,1,1,411,1.75,Recent Customers,2000000.0,9.77,9.58,72.24,Bronze
18450,2025-02-02,12440000.0,2,6220000.0,-33,3,2,2,322,2.25,Promising,6220000.0,33.78,27.7,57.37,Silver
18500,2025-11-09,208525500.0,19,10975026.315789474,-313,5,5,4,554,4.6,Champions,10975026.32,79.48,85.5,92.26,Platinum
18550,2025-04-02,31775224.0,8,3971903.0,-92,4,4,3,443,3.6,Loyal Customers,3971903.0,49.51,68.61,62.59,Silver
18600,2025-06-02,12400000.0,1,12400000.0,-153,4,1,2,412,2.15,Recent Customers,12400000.0,33.54,9.58,69.29,Silver
18650,2025-07-02,24602643.0,6,4100440.5,-183,4,4,3,443,3.6,Loyal Customers,4100440.5,44.72,62.84,72.24,Silver
18750,2025-10-02,5985586.0,1,5985586.0,-275,5,1,2,512,2.4,Recent Customers,5985586.0,21.13,9.58,82.25,Bronze
18800,2025-11-07,180925802.0,49,3692363.3061224488,-311,5,5,4,554,4.6,Champions,3692363.31,77.52,93.86,91.15,Platinum
18850,2025-11-09,25850000.0,3,8616666.666666666,-313,5,3,3,533,3.5,Loyal Customers,8616666.67,45.7,41.77,92.26,Silver
18900,,84930000.0,2,42465000.0,719,1,2,4,124,2.55,Other,42465000.0,66.46,27.7,18.12,Gold
18901,2025-12-09,10440000.0,5,2088000.0,-343,5,3,2,532,3.1,Potential Loyalist,2088000.0,31.08,57.68,97.97,Silver
18950,2025-12-02,11954306.32,2,5977153.16,-336,5,2,2,522,2.75,Potential Loyalist,5977153.16,32.8,27.7,94.9,Silver
19000,,268800000.0,1,268800000.0,719,1,1,5,115,2.6,Other,268800000.0,82.92,9.58,18.12,Platinum
19001,2025-09-04,85911743.0,5,17182348.6,-247,4,3,4,434,3.65,Loyal Customers,17182348.6,66.95,57.68,79.42,Gold
19050,2025-03-07,7479538890.0,4,1869884722.5,-66,4,3,5,435,4.05,Loyal Customers,1869884722.5,99.39,50.86,60.75,Platinum
19100,,6397680.0,1,6397680.0,719,1,1,2,112,1.4,Hibernating,6397680.0,22.36,9.58,18.12,Bronze
19150,,72920000.0,4,18230000.0,719,1,3,4,134,2.9,At Risk,18230000.0,63.39,50.86,18.12,Gold
19200,,15796736.0,2,7898368.0,719,1,2,2,122,1.75,Hibernating,7898368.0,38.08,27.7,18.12,Silver
19250,2025-11-11,31190558.68,16,1949409.9175,-315,5,5,3,553,4.2,Loyal Customers,1949409.92,49.14,82.56,93.37,Silver
19251,,84097323.36,7,12013903.337142857,719,1,4,4,144,3.25,At Risk,12013903.34,66.34,66.03,18.12,Gold
19300,2025-08-04,18175000.0,8,2271875.0,-216,4,4,3,443,3.6,Loyal Customers,2271875.0,41.15,68.61,75.43,Silver
19350,,8550000.0,3,2850000.0,719,1,3,2,132,2.1,Other,2850000.0,27.76,41.77,18.12,Silver
19401,,11200000.0,1,11200000.0,719,1,1,2,112,1.4,Hibernating,11200000.0,32.25,9.58,18.12,Silver
19402,,6590000.0,2,3295000.0,719,1,2,2,122,1.75,Hibernating,3295000.0,22.6,27.7,18.12,Bronze
19450,2025-05-12,239088106.0,9,26565345.111111112,-132,4,4,5,445,4.4,Champions,26565345.11,80.96,71.56,68.67,Platinum
19451,,17272500.0,2,8636250.0,719,1,2,3,123,2.15,Other,8636250.0,40.42,27.7,18.12,Silver
19452,,7500000.0,1,7500000.0,719,1,1,2,112,1.4,Hibernating,7500000.0,25.06,9.58,18.12,Bronze
19453,2025-03-03,26711700.0,1,26711700.0,-62,4,1,3,413,2.55,Promising,26711700.0,46.19,9.58,60.2,Silver
19500,,23040000.0,2,11520000.0,719,1,2,3,123,2.15,Other,11520000.0,43.73,27.7,18.12,Silver
19501,,25600000.0,2,12800000.0,719,1,2,3,123,2.15,Other,12800000.0,45.45,27.7,18.12,Silver
19551,2025-03-03,1420000.0,1,1420000.0,-62,4,1,1,411,1.75,Recent Customers,1420000.0,6.27,9.58,60.2,Bronze
19650,2025-12-09,163711195.28,53,3088890.4769811323,-343,5,5,4,554,4.6,Champions,3088890.48,76.41,94.53,97.97,Platinum
19700,2025-06-03,56967009.0,7,8138144.142857143,-154,4,4,3,443,3.6,Loyal Customers,8138144.14,59.09,66.03,69.66,Gold
19750,2025-06-03,509910.0,1,509910.0,-154,4,1,1,411,1.75,Recent Customers,509910.0,2.21,9.58,69.66,Bronze
19800,2025-07-03,13133560.0,8,1641695.0,-184,4,4,2,442,3.2,Potential Loyalist,1641695.0,35.26,68.61,72.54,Silver
19850,2025-07-11,118411000.0,18,6578388.888888889,-192,4,5,4,454,4.35,Champions,6578388.89,72.36,84.52,74.32,Gold
19900,2025-10-03,13090000.0,2,6545000.0,-276,5,2,2,522,2.75,Potential Loyalist,6545000.0,35.01,27.7,82.49,Silver
19950,2025-11-04,132192005.65,18,7344000.313888889,-308,5,5,4,554,4.6,Champions,7344000.31,74.08,84.52,89.07,Gold
20000,,490000.0,1,490000.0,719,1,1,1,111,1.0,Hibernating,490000.0,1.84,9.58,18.12,Bronze
20001,,450450.0,1,450450.0,719,1,1,1,111,1.0,Hibernating,450450.0,1.35,9.58,18.12,Bronze
20002,,6907040.0,3,2302346.6666666665,719,1,3,2,132,2.1,Other,2302346.67,23.22,41.77,18.12,Bronze
20003,,2360000.0,1,2360000.0,719,1,1,1,111,1.0,Hibernating,2360000.0,11.0,9.58,18.12,Bronze
20050,2025-10-07,771649653.0,10,77164965.3,-280,5,4,5,545,4.65,Champions,77164965.3,91.03,74.32,84.28,Platinum
20051,,55850000.0,5,11170000.0,719,1,3,3,133,2.5,At Risk,11170000.0,58.6,57.68,18.12,Gold
20052,2025-10-09,20635300.0,11,1875936.3636363635,-282,5,4,3,543,3.85,Loyal Customers,1875936.36,42.14,76.54,85.32,Silver
20053,,7229915.3471428575,3,2409971.7823809525,719,1,3,2,132,2.1,Other,2409971.78,24.45,41.77,18.12,Bronze
20100,2025-09-04,107055090.0,6,17842515.0,-247,4,4,4,444,4.0,Champions,17842515.0,70.15,62.84,79.42,Gold
20150,,2477476.6100000003,3,825825.5366666667,719,1,3,1,131,1.7,Other,825825.54,11.79,41.77,18.12,Bronze
20200,2025-10-04,2457800.0,4,614450.0,-277,5,3,1,531,2.7,Other,614450.0,11.67,50.86,82.86,Bronze
20300,,19847936.863820992,3,6615978.954606998,719,1,3,3,133,2.5,At Risk,6615978.95,41.77,41.77,18.12,Silver
20350,2025-11-04,263810250.0,1,263810250.0,-308,5,1,5,515,3.6,Promising,263810250.0,82.19,9.58,89.07,Platinum
20400,,5300000.0,1,5300000.0,719,1,1,1,111,1.0,Hibernating,5300000.0,19.66,9.58,18.12,Bronze
20450,2025-11-04,40232400.0,6,6705400.0,-308,5,4,3,543,3.85,Loyal Customers,6705400.0,52.83,62.84,89.07,Gold
20550,2025-01-09,343120200.0,15,22874680.0,-9,3,5,5,355,4.5,Loyal Customers,22874680.0,84.77,81.57,55.96,Platinum
20551,2025-12-04,4000000.0,1,4000000.0,-338,5,1,1,511,2.0,Recent Customers,4000000.0,16.71,9.58,95.95,Bronze
20600,2025-10-04,60150000.0,6,10025000.0,-277,5,4,4,544,4.25,Champions,10025000.0,60.32,62.84,82.86,Gold
20700,2025-11-04,8580000.0,5,1716000.0,-308,5,3,2,532,3.1,Potential Loyalist,1716000.0,28.01,57.68,89.07,Silver
20750,2025-08-05,3650550000.0,14,260753571.42857143,-217,4,5,5,455,4.75,Champions,260753571.43,97.91,80.59,76.04,Platinum
20800,,34196112.0,2,17098056.0,719,1,2,3,123,2.15,Other,17098056.0,50.86,27.7,18.12,Gold
20850,,13400000.0,3,4466666.666666667,719,1,3,2,132,2.1,Other,4466666.67,35.5,41.77,18.12,Silver
20950,2025-08-08,52722000.0,5,10544400.0,-220,4,3,3,433,3.25,Loyal Customers,10544400.0,57.25,57.68,77.27,Gold
20951,,4500000.0,1,4500000.0,719,1,1,1,111,1.0,Hibernating,4500000.0,17.81,9.58,18.12,Bronze
21000,,125730500.0,14,8980750.0,719,1,5,4,154,3.6,At Risk,8980750.0,73.34,80.59,18.12,Gold
21001,2025-05-05,87245168.0,8,10905646.0,-125,4,4,4,444,4.0,Champions,10905646.0,67.08,68.61,66.95,Gold
21003,2025-07-05,18125000.0,2,9062500.0,-186,4,2,3,423,2.9,Potential Loyalist,9062500.0,41.03,27.7,72.73,Silver
21050,2025-02-05,10486803.0,7,1498114.7142857143,-36,3,4,2,342,2.95,Need Attention,1498114.71,31.2,66.03,57.49,Silver
21051,2025-08-07,2452455750.0,22,111475261.36363636,-219,4,5,5,455,4.75,Champions,111475261.36,97.17,86.98,76.72,Platinum
21100,,42070000.0,2,21035000.0,719,1,2,3,123,2.15,Other,21035000.0,53.81,27.7,18.12,Gold
21102,,96200000.0,4,24050000.0,719,1,3,4,134,2.9,At Risk,24050000.0,68.92,50.86,18.12,Gold
21151,2025-05-05,5955000.0,3,1985000.0,-125,4,3,2,432,2.85,Potential Loyalist,1985000.0,20.88,41.77,66.95,Bronze
21200,,14859459.440000001,5,2971891.8880000003,719,1,3,2,132,2.1,Other,2971891.89,37.35,57.68,18.12,Silver
21201,2025-05-05,11091000.0,2,5545500.0,-125,4,2,2,422,2.5,Potential Loyalist,5545500.0,32.06,27.7,66.95,Silver
21250,2025-08-10,3038133000.0,60,50635550.0,-222,4,5,5,455,4.75,Champions,50635550.0,97.67,94.84,78.01,Platinum
21300,2025-12-06,15990267.0,9,1776696.3333333333,-340,5,4,2,542,3.45,Potential Loyalist,1776696.33,38.33,71.56,96.44,Silver
21301,2025-08-07,16407000.0,5,3281400.0,-219,4,3,2,432,2.85,Potential Loyalist,3281400.0,39.19,57.68,76.72,Silver
21350,2025-10-10,21406916.0,10,2140691.6,-283,5,4,3,543,3.85,Loyal Customers,2140691.6,42.63,74.32,86.12,Silver
21400,2025-08-05,114260000.0,4,28565000.0,-217,4,3,4,434,3.65,Loyal Customers,28565000.0,71.5,50.86,76.04,Gold
21450,2025-08-05,12040000.0,4,3010000.0,-217,4,3,2,432,2.85,Potential Loyalist,3010000.0,32.92,50.86,76.04,Silver
21500,,16240000.0,3,5413333.333333333,719,1,3,2,132,2.1,Other,5413333.33,38.82,41.77,18.12,Silver
21600,,9980000.0,1,9980000.0,719,1,1,2,112,1.4,Hibernating,9980000.0,30.22,9.58,18.12,Silver
21601,2025-11-06,111522000.0,22,5069181.818181818,-310,5,5,4,554,4.6,Champions,5069181.82,71.01,86.98,90.05,Gold
21650,,4560000.0,1,4560000.0,719,1,1,1,111,1.0,Hibernating,4560000.0,18.3,9.58,18.12,Bronze
21700,2025-09-10,303682760.59000003,18,16871264.477222223,-253,5,5,5,555,5.0,Champions,16871264.48,83.78,84.52,81.2,Platinum
21750,,10085590.0,4,2521397.5,719,1,3,2,132,2.1,Other,2521397.5,30.59,50.86,18.12,Silver
21800,,2518900.0,3,839633.3333333334,719,1,3,1,131,1.7,Other,839633.33,11.92,41.77,18.12,Bronze
21801,,6000000.0,2,3000000.0,719,1,2,2,122,1.75,Hibernating,3000000.0,21.25,27.7,18.12,Bronze
21802,,56974000.0,3,18991333.333333332,719,1,3,3,133,2.5,At Risk,18991333.33,59.21,41.77,18.12,Gold
21850,2025-11-12,2825000779.67,67,42164190.74134328,-316,5,5,5,555,5.0,Champions,42164190.74,97.3,96.19,94.35,Platinum
21851,,82348696.0,8,10293587.0,719,1,4,4,144,3.25,At Risk,10293587.0,65.72,68.61,18.12,Gold
21852,2025-05-06,114113250.0,9,12679250.0,-126,4,4,4,444,4.0,Champions,12679250.0,71.38,71.56,67.32,Gold
21853,,2210000.0,2,1105000.0,719,1,2,1,121,1.35,Hibernating,1105000.0,10.69,27.7,18.12,Bronze
21854,,14200000.0,4,3550000.0,719,1,3,2,132,2.1,Other,3550000.0,36.73,50.86,18.12,Silver
21855,2025-04-06,1929726.0,1,1929726.0,-96,4,1,1,411,1.75,Recent Customers,1929726.0,9.46,9.58,63.21,Bronze
21900,2025-01-10,80260504.0,18,4458916.888888889,-10,3,5,4,354,4.1,Loyal Customers,4458916.89,65.23,84.52,56.2,Gold
21901,,57550500.0,4,14387625.0,719,1,3,3,133,2.5,At Risk,14387625.0,59.34,50.86,18.12,Gold
22050,2025-10-07,74995045.16,17,4411473.244705882,-280,5,5,4,554,4.6,Champions,4411473.24,64.13,83.42,84.28,Gold
22100,,89884250.0,7,12840607.142857144,719,1,4,4,144,3.25,At Risk,12840607.14,67.57,66.03,18.12,Gold
22150,2025-04-06,6240000.0,2,3120000.0,-96,4,2,2,422,2.5,Potential Loyalist,3120000.0,21.99,27.7,63.21,Bronze
22200,2025-04-06,13726920.0,7,1960988.5714285714,-96,4,4,2,442,3.2,Potential Loyalist,1960988.57,36.24,66.03,63.21,Silver
22250,2025-10-11,1074856250.0,14,76775446.42857143,-284,5,5,5,555,5.0,Champions,76775446.43,92.87,80.59,86.73,Platinum
22350,2025-03-07,4090000.0,2,2045000.0,-66,4,2,1,421,2.1,Recent Customers,2045000.0,16.95,27.7,60.75,Bronze
22400,2025-11-06,7334740.0,3,2444913.3333333335,-310,5,3,2,532,3.1,Potential Loyalist,2444913.33,24.82,41.77,90.05,Bronze
22401,2025-04-06,48553950.0,10,4855395.0,-96,4,4,3,443,3.6,Loyal Customers,4855395.0,56.63,74.32,63.21,Gold
22450,2025-05-06,4673056.0,2,2336528.0,-126,4,2,1,421,2.1,Recent Customers,2336528.0,18.55,27.7,67.32,Bronze
22500,,293744000.0,5,58748800.0,719,1,3,5,135,3.3,At Risk,58748800.0,83.54,57.68,18.12,Platinum
22550,2025-11-06,33930434.0,12,2827536.1666666665,-310,5,4,3,543,3.85,Loyal Customers,2827536.17,50.74,78.13,90.05,Gold
22600,,1860000.0,1,1860000.0,719,1,1,1,111,1.0,Hibernating,1860000.0,8.78,9.58,18.12,Bronze
22650,2025-12-06,179434403.5,8,22429300.4375,-340,5,4,4,544,4.25,Champions,22429300.44,77.03,68.61,96.44,Platinum
22750,2025-12-09,39665500.0,16,2479093.75,-343,5,5,3,553,4.2,Loyal Customers,2479093.75,52.58,82.56,97.97,Gold
22800,,33200000.0,6,5533333.333333333,719,1,4,3,143,2.85,At Risk,5533333.33,50.37,62.84,18.12,Gold
